item_id,order_id,product_id,quantity,unit_price,discount_percent
173,458,130,4,7447.71,2.6
174,1323,126,4,18996.58,55.9
175,33,83,3,16514.75,22.4
176,398,79,1,17567.23,89.4
177,1689,148,1,18286.22,59.9
178,338,13,3,11681.34,26.9
179,78,23,2,7951.16,8.8
180,602,117,3,4125.71,21.7
181,356,94,2,16369.02,47.6
182,1733,135,4,9001.8,31.7
183,33,69,2,13972.81,64.3
184,224,73,1,800.32,35.4
185,936,99,1,13951.97,52.4
186,1150,16,2,15179.52,0.7
187,740,34,5,10582.98,85.6
188,714,103,2,18709.96,55.7
189,1870,110,3,17294.28,58.4
190,851,116,3,6043.14,16.8
191,1010,87,3,10872.85,34.0
192,1205,109,3,15773.39,84.2
193,590,46,3,19164.3,91.0
194,1982,22,4,19709.18,2.5
195,1910,2,1,3203.27,30.7
196,1310,59,2,1547.69,23.6
197,1317,30,3,1477.93,0.6
198,697,124,2,12705.02,42.6
199,1512,47,3,6134.92,85.1
200,1075,99,5,19902.5,49.1
201,1024,57,4,14415.28,29.3
202,847,39,2,7389.25,51.5
203,1513,43,3,4262.1,95.9
204,1077,56,2,14180.56,80.8
205,217,35,1,2613.28,60.7
206,1800,2,5,1942.82,37.7
207,17,24,4,5321.57,16.0
208,1470,142,1,10697.01,76.7
209,828,133,4,3621.13,18.1
210,717,123,3,14961.85,36.3
211,1286,69,4,3179.62,57.1
212,67,84,1,10267.47,77.6
213,1372,117,5,4897.67,10.2
214,109,141,4,19210.98,64.5
215,360,17,2,4046.59,78.7
216,1492,56,5,19335.74,95.7
217,1897,8,2,3188.31,95.5
218,1863,55,2,19111.31,73.3
219,1638,84,5,1599.72,30.3
220,1133,141,2,6569.54,36.4
221,1975,63,5,4143.41,55.6
222,631,69,4,14523.24,46.3
223,1524,127,4,5867.87,94.2
224,1170,86,3,11594.42,95.3
225,1021,30,4,12111.79,84.8
226,1193,113,-3,3569.18,7.0
227,114,85,5,9423.37,52.7
228,1020,29,3,2851.68,95.1
229,1938,133,2,658.76,67.5
230,1991,26,3,8002.92,79.1
231,1768,14,2,849.38,4.4
232,1559,142,4,10420.62,50.6
233,1166,113,2,13897.06,72.2
234,1800,96,3,3774.66,63.7
235,808,16,1,4119.7,27.8
236,619,61,1,16311.99,85.5
237,1176,83,1,7003.06,87.2
238,1954,54,5,17980.94,86.8
239,47,39,2,15606.49,73.0
240,1202,90,1,6125.53,47.8
241,1339,131,5,16482.66,91.2
242,1181,107,1,4287.3,59.3
243,191,30,1,12702.48,73.2
244,237,54,4,8261.22,75.3
245,286,14,1,2407.08,38.3
246,215,34,1,2507.04,72.2
247,915,35,5,15223.04,93.2
248,406,55,5,3929.65,38.0
249,427,138,-1,9161.33,87.7
250,1662,78,1,3077.67,78.5
251,361,26,1,15817.76,68.3
252,1281,135,3,17210.89,57.6
253,669,35,3,7573.98,1.7
254,1686,50,3,19891.89,35.0
255,780,17,1,16126.71,21.5
256,1366,146,2,15606.46,58.3
257,1687,5,2,19380.82,11.9
258,565,49,3,11038.93,54.0
259,794,79,2,4319.05,2.7
260,1929,20,2,610.35,99.0
261,1906,14,3,12323.6,47.9
262,1142,127,2,12021.43,6.2
263,1473,22,5,545.37,22.8
264,260,73,1,6913.57,26.1
265,1770,41,1,4514.55,71.0
266,585,9,1,435.52,36.3
267,1854,104,5,18292.71,64.0
268,755,109,3,12495.84,37.1
269,1209,90,4,16885.76,94.6
270,515,123,2,16751.73,25.1
271,890,1,5,1282.03,11.9
272,1605,132,2,630.24,91.1
273,1624,106,1,9041.58,27.6
274,1932,24,4,10373.97,54.4
275,1059,25,3,9010.45,14.8
276,63,28,1,9322.76,19.5
277,87,105,2,1172.27,71.3
278,681,21,3,7286.31,53.1
279,565,126,4,3582.11,70.4
280,51,5,2,7043.78,85.9
281,1386,91,4,11963.59,49.6
282,419,31,3,4059.4,67.1
283,1787,52,2,16469.45,91.9
284,901,66,4,8792.5,14.9
285,724,150,2,16630.79,69.9
286,973,5,3,8119.39,42.6
287,637,85,1,15126.41,79.5
288,104,115,4,2574.04,25.2
289,41,68,5,15388.63,55.2
290,1681,145,3,11525.96,31.5
291,1368,17,2,941.71,61.1
292,1028,10,3,12967.02,59.8
293,1018,102,5,19794.99,63.9
294,1328,17,5,8836.45,12.0
295,850,98,3,2130.9,90.8
296,1957,26,4,5804.44,4.9
297,983,147,2,16635.24,76.2
298,895,47,5,13427.66,59.5
299,1194,146,5,8976.75,1.5
300,1458,68,4,16977.62,95.6
301,286,7,1,10359.87,82.0
302,1108,44,4,1192.96,15.8
303,1363,8,3,1992.05,93.1
304,1918,140,1,4780.69,68.4
305,1538,147,5,17710.52,78.0
306,919,38,1,19522.62,96.3
307,1497,138,5,19295.19,92.8
308,1041,8,1,19413.11,92.8
309,1832,67,2,3298.25,12.0
310,1940,92,2,11464.64,44.0
311,1039,96,1,10828.09,6.2
312,53,67,4,9538.72,47.3
313,192,47,4,11312.24,30.0
314,826,24,1,18689.56,51.1
315,1024,70,5,13441.21,56.0
316,1034,39,4,11614.06,99.9
317,1906,123,1,5415.98,58.9
318,470,31,1,15823.32,42.4
319,727,110,5,12882.3,17.7
320,582,142,3,14485.02,35.4
321,1596,118,4,3716.33,64.0
322,1813,108,3,16718.22,37.6
323,1120,64,5,8643.23,26.6
324,1048,80,4,331.14,56.1
325,210,99,3,11641.95,24.3
326,1291,105,5,2588.65,50.3
327,1176,57,4,10700.8,50.2
328,1258,11,2,19701.75,39.5
329,310,135,5,1456.18,2.2
330,1707,17,1,4367.59,83.0
331,1202,64,5,12837.93,16.3
332,1681,53,1,4729.71,47.5
333,835,1,2,971.44,25.5
334,1140,131,3,15617.2,70.0
335,1864,43,3,15034.48,49.6
336,537,32,4,6425.89,3.2
337,396,75,5,8386.18,84.5
338,963,124,1,15470.76,12.7
339,530,138,5,12646.69,54.7
340,1959,1,4,16683.23,14.5
341,557,21,4,10387.73,99.5
342,1613,58,5,3775.69,39.5
343,772,68,5,13297.04,61.7
344,1875,64,5,7976.97,61.9
345,902,80,4,11387.71,68.9
346,1776,24,5,5298.26,31.4
347,1352,13,5,2781.88,59.9
348,370,15,4,19894.21,24.6
349,1903,98,1,7090.09,7.0
350,161,109,1,4618.68,59.6
351,1542,143,2,8482.85,24.9
352,1999,33,5,5272.12,37.2
353,115,98,1,592.99,65.6
354,1173,78,3,10654.02,58.0
355,367,13,4,19972.94,68.2
356,562,143,4,10000.32,5.0
357,1617,112,1,16421.81,93.1
358,645,109,4,15149.7,34.0
359,1828,8,3,15383.31,96.5
360,394,130,1,8560.51,24.3
361,1603,95,4,17530.12,78.3
362,1750,48,3,14041.91,5.4
363,813,86,3,4655.15,5.4
364,1423,109,2,2456.44,15.2
365,371,116,4,13909.6,47.4
366,822,35,5,1439.91,2.8
367,162,46,1,1936.77,91.1
368,1745,129,3,10714.84,51.7
369,796,16,-3,398.78,47.5
370,1058,102,4,19833.58,12.8
371,1792,21,5,17661.32,35.8
372,1907,4,3,8977.7,99.4
373,837,68,4,1615.18,73.0
374,1884,43,5,5099.45,73.5
375,1812,123,4,6979.81,58.9
376,791,137,5,7072.05,81.9
377,346,95,5,3579.09,12.8
378,1376,143,2,10118.91,87.9
379,742,69,4,5163.85,65.3
380,585,120,2,17410.42,84.6
381,158,29,2,3167.86,71.3
382,917,74,5,15330.46,73.1
383,1007,22,4,15306.73,24.3
384,602,43,1,3913.4,83.3
385,1104,98,1,17965.01,35.4
386,26,139,1,12174.14,38.7
387,506,11,2,760.68,60.9
388,1624,59,5,10110.52,14.5
389,1279,59,2,17633.82,1.2
390,1757,27,4,8866.78,50.5
391,1054,18,3,19779.08,27.9
392,521,93,4,1164.4,53.2
393,1679,137,1,9554.72,62.0
394,923,142,3,4894.38,59.6
395,302,138,5,10298.6,25.5
396,1104,99,5,11627.67,98.8
397,1081,132,5,1312.33,99.3
398,645,124,2,16766.46,10.5
399,1720,116,3,7599.16,3.6
400,184,139,4,14238.4,17.5
401,271,53,2,11888.62,16.3
402,483,61,1,3103.86,11.3
403,1324,141,4,18407.02,15.7
404,1806,146,2,10389.91,51.5
405,102,148,2,3438.89,12.1
406,1672,30,-1,3597.01,0.2
407,130,134,4,7650.11,4.5
408,62,131,5,13462.31,55.8
409,1643,124,1,322.96,8.4
410,606,49,1,5846.4,91.7
411,482,142,3,13032.53,64.1
412,175,131,4,5599.64,78.3
413,1570,141,2,6365.75,40.9
414,1206,81,1,793.9,19.9
415,1584,5,4,18328.39,0.4
416,1674,72,5,7645.87,83.4
417,679,6,1,8774.64,97.2
418,1369,100,1,1569.13,90.5
419,805,95,1,14208.28,70.4
420,1827,58,1,16174.48,54.2
421,206,103,5,5450.4,61.9
422,86,134,3,15482.81,76.0
423,881,108,3,11123.83,37.8
424,1487,146,4,3270.18,60.7
425,1608,4,5,8725.64,55.5
426,1839,145,5,19900.63,66.0
427,994,19,3,16076.73,42.9
428,744,117,5,9143.97,37.7
429,1420,61,1,2740.75,88.1
430,1565,92,5,11588.51,83.1
431,383,98,-1,11110.59,0.6
432,1933,147,2,18820.83,78.4
433,740,86,1,9265.36,45.7
434,1447,24,2,9816.73,38.5
435,379,20,5,2978.6,9.2
436,1460,104,4,5398.8,16.3
437,1236,123,5,1581.52,5.3
438,1449,68,3,5401.38,13.2
439,1687,142,3,7519.68,83.3
440,93,82,5,2615.74,84.5
441,290,33,3,9989.2,0.0
442,1177,5,1,1361.05,39.9
443,1896,88,1,9241.23,21.1
444,279,72,4,19838.4,50.3
445,1884,144,3,200.63,8.9
446,1066,133,3,14369.83,24.0
447,280,108,5,18491.5,79.5
448,765,2,1,15747.39,94.3
449,1314,16,5,7498.85,0.1
450,365,119,1,19622.99,65.7
451,646,48,1,14902.98,22.7
452,1674,113,5,2809.67,4.4
453,947,19,5,6346.81,1.5
454,1960,124,1,17557.41,57.4
455,640,144,3,4617.37,64.6
456,1634,146,4,11902.65,57.3
457,1772,106,5,5216.11,95.7
458,1569,30,1,19190.79,79.3
459,1055,37,2,16114.99,81.1
460,170,55,1,806.88,33.2
461,315,91,5,8125.31,68.5
462,141,120,2,19419.32,78.4
463,1492,93,5,15302.42,82.4
464,691,39,1,8172.07,27.3
465,1118,112,4,9011.31,58.8
466,449,65,5,10117.26,54.7
467,1982,46,2,7714.24,98.1
468,1860,77,2,10849.82,33.1
469,109,115,3,14123.29,39.3
470,920,86,3,19222.33,15.9
471,1157,47,1,11921.93,54.1
472,683,84,4,12615.99,30.9
473,57,27,1,19025.74,99.7
474,948,130,1,12060.44,68.7
475,292,85,4,13671.35,5.4
476,1440,46,1,8181.85,62.1
477,1883,60,3,14002.79,8.3
478,363,1,2,3726.59,90.1
479,1608,145,1,310.46,86.0
480,1556,13,1,6811.49,86.3
481,1906,47,3,19335.59,65.5
482,1406,67,5,6861.71,43.8
483,90,127,4,14113.27,84.5
484,950,141,3,14195.11,59.0
485,750,8,1,1058.08,98.3
486,590,56,1,4144.94,89.7
487,243,1,2,18759.98,87.8
488,878,12,3,1381.75,54.3
489,1284,25,3,17621.95,61.7
490,357,140,2,18195.12,68.6
491,698,38,4,1506.17,5.9
492,1974,125,5,359.66,1.9
493,1170,110,5,1269.92,54.7
494,1469,113,1,15588.05,89.5
495,981,129,2,14361.46,95.6
496,1357,50,3,6204.46,69.9
497,768,58,-2,9866.45,37.7
498,1737,41,1,4437.53,63.3
499,1697,3,2,19708.83,31.3
500,267,101,1,9241.63,25.5
501,1193,16,5,14078.88,14.9
502,1617,57,1,1487.91,73.7
503,66,147,4,16794.71,4.6
504,501,2,5,11160.14,41.4
505,519,63,-1,1858.89,39.3
506,451,35,1,5703.64,67.8
507,1962,117,5,11174.02,98.2
508,924,83,2,1845.76,59.3
509,1216,109,4,1023.88,95.3
510,493,108,2,15967.06,88.5
511,290,118,5,3812.12,25.6
512,949,7,2,121.84,44.5
513,187,89,2,14302.52,55.1
514,371,49,2,2069.6,79.5
515,1486,44,5,15734.96,52.2
516,1864,126,3,11354.31,43.4
517,1583,29,2,10757.06,33.2
518,1128,21,3,11422.6,46.4
519,1993,121,1,7696.22,51.7
520,1452,13,3,18351.64,47.9
521,1568,56,4,12212.26,15.5
522,1861,149,2,16093.75,27.6
523,1970,80,1,19909.04,13.8
524,1480,123,1,3634.88,21.4
525,604,138,2,2791.88,94.6
526,122,65,3,9796.77,27.9
527,433,34,5,14980.68,6.6
528,1995,93,2,14051.91,67.3
529,1507,4,2,19575.64,27.7
530,1464,39,2,2698.63,43.9
531,736,33,1,4949.62,71.8
532,85,34,4,6775.76,4.7
533,520,102,1,6954.24,79.3
534,473,113,3,8017.88,58.5
535,1252,138,1,13707.36,65.2
536,1226,23,1,9446.56,37.8
537,1246,11,2,11682.6,95.6
538,447,31,1,5347.05,84.2
539,1520,139,1,12439.77,39.2
540,309,146,2,18783.83,42.0
541,29,129,4,11187.88,36.9
542,1723,107,4,9264.04,75.3
543,1825,11,4,18604.24,8.4
544,1049,101,1,6133.61,28.7
545,1563,66,1,8875.41,43.1
546,403,79,2,14373.87,56.8
547,705,3,5,7600.88,45.4
548,266,44,4,17653.08,11.7
549,606,38,4,13342.75,92.0
550,1514,88,5,13938.98,26.7
551,310,26,5,12761.02,95.5
552,1094,127,5,19012.38,61.8
553,1516,105,2,14514.66,90.7
554,1457,22,5,13685.7,26.4
555,412,144,2,17758.49,72.0
556,1972,73,2,17790.37,66.7
557,747,137,2,5288.77,20.2
558,1670,9,2,1643.21,70.6
559,750,136,1,7539.85,71.9
560,758,120,4,18331.14,56.4
561,551,128,4,8087.39,71.2
562,1476,69,3,18945.09,36.0
563,492,112,4,19823.45,27.1
564,792,129,1,8675.07,90.6
565,260,21,3,7461.79,53.5
566,1861,3,5,18349.59,30.6
567,180,88,4,11959.3,32.3
568,1926,96,4,6111.53,44.7
569,232,62,-2,2820.51,36.8
570,1470,31,4,2538.54,81.4
571,108,68,5,3988.73,79.3
572,323,107,3,15557.36,88.6
573,438,15,4,4478.21,77.0
574,463,27,1,696.75,64.6
575,1497,32,5,16456.84,92.0
576,291,31,5,8988.02,91.6
577,1141,72,2,7318.69,96.9
578,573,46,5,15970.46,26.0
579,1729,128,4,3960.51,96.5
580,1782,7,4,15952.99,87.5
581,1681,38,4,9309.7,13.2
582,881,103,4,3847.18,46.8
583,229,72,1,18507.51,62.9
584,732,40,5,1351.35,92.8
585,753,84,1,823.69,92.1
586,991,46,1,6252.86,32.0
587,1357,50,1,12123.88,22.7
588,1175,32,2,15284.97,52.9
589,1286,23,2,18177.82,19.8
590,406,97,3,14212.83,51.8
591,801,46,1,12058.57,18.6
592,1488,125,3,2643.63,37.4
593,1261,91,2,18199.94,14.8
594,309,114,5,3883.07,52.2
595,1246,45,-2,17072.0,69.1
596,1697,57,2,2671.13,42.3
597,179,130,1,9443.89,9.2
598,101,142,1,10277.87,38.9
599,1020,31,2,16612.32,20.0
600,80,26,-1,3203.82,10.0
601,1321,142,5,13587.64,63.2
602,375,23,4,13357.79,84.2
603,891,68,3,15609.08,47.8
604,665,114,2,2988.46,98.0
605,1975,56,2,2918.52,16.1
606,1459,131,-1,15112.19,29.2
607,316,89,5,3170.23,81.6
608,1404,48,3,8160.04,37.7
609,1682,87,1,18014.34,24.2
610,1838,123,2,1426.72,64.8
611,1089,15,4,5588.02,82.8
612,13,125,2,17149.76,95.0
613,1582,32,3,3055.09,88.8
614,147,57,2,8085.72,5.7
615,1607,74,2,11461.12,72.0
616,1346,94,3,14636.9,79.1
617,93,93,5,1547.16,17.4
618,1283,18,4,19549.34,26.8
619,159,145,3,6665.97,27.2
620,1167,24,4,11889.26,21.2
621,658,116,3,16116.59,6.0
622,1646,1,1,5147.06,43.5
623,325,4,4,2012.27,72.9
624,184,39,2,11474.32,75.2
625,881,104,5,12980.6,40.6
626,1160,134,1,3382.98,49.1
627,991,60,5,19703.29,18.5
628,897,100,1,9261.61,33.9
629,1182,136,4,13010.09,42.0
630,486,54,5,18012.17,69.8
631,633,52,1,12636.31,38.2
632,633,49,5,13475.06,78.6
633,1305,86,1,2980.16,15.9
634,1201,18,1,15514.46,48.6
635,775,70,5,12837.67,80.0
636,582,123,-1,123.69,42.1
637,1150,119,3,10940.63,76.3
638,1017,103,4,11902.41,92.3
639,1813,23,2,7774.57,34.8
640,1415,9,3,757.22,40.7
641,723,81,4,4063.68,58.9
642,791,70,5,3810.78,46.4
643,162,29,5,13036.47,13.7
644,1426,98,2,1085.95,37.1
645,955,3,3,2291.43,52.9
646,948,106,4,6064.22,98.7
647,1748,81,5,12453.22,56.0
648,1168,86,3,18459.8,41.4
649,891,64,3,15099.01,87.5
650,1930,75,3,14209.83,78.6
651,1622,79,4,11430.77,60.3
652,501,63,3,5588.18,45.1
653,464,148,4,5349.51,52.6
654,1385,144,2,1050.11,32.8
655,861,33,4,14498.57,21.9
656,1179,137,5,11694.47,93.4
657,205,64,1,19954.36,76.0
658,913,34,2,2391.36,47.9
659,89,123,5,7020.18,28.7
660,1454,106,4,16027.02,13.2
661,1593,33,1,953.92,27.8
662,887,78,1,3052.8,61.1
663,1161,14,2,17955.05,87.5
664,219,35,2,14703.39,46.1
665,1759,101,5,14168.88,39.2
666,678,150,4,19280.46,55.5
667,882,21,5,4446.18,6.9
668,1446,93,2,5261.56,32.7
669,795,57,2,18697.52,55.1
670,99,53,2,3890.82,40.7
671,1911,35,2,3978.57,45.8
672,376,68,1,472.46,23.2
673,924,149,4,15650.48,54.0
674,58,9,3,14244.04,89.7
675,1166,72,5,19189.34,15.3
676,1649,23,4,8819.27,28.6
677,954,68,1,6111.75,84.1
678,120,40,3,18950.26,16.3
679,1670,144,3,8500.27,33.8
680,919,87,2,4059.51,13.3
681,314,60,-1,2775.4,40.1
682,221,56,1,4671.46,21.9
683,520,105,1,14707.86,12.3
684,1846,110,3,18663.01,1.1
685,1753,110,4,12232.48,34.7
686,1667,81,1,3553.86,64.2
687,432,15,2,18213.68,73.5
688,1139,67,2,4776.26,21.7
689,1468,34,5,5990.5,6.8
690,1992,149,1,1908.25,71.8
691,1962,42,2,5924.21,88.1
692,120,113,4,18334.21,25.9
693,1809,140,1,16650.77,47.6
694,1303,127,3,8337.01,62.2
695,1705,47,1,7787.72,64.0
696,466,138,4,3166.31,67.8
697,1289,38,1,3679.59,31.7
698,83,150,3,7767.02,75.8
699,578,66,2,18948.37,48.5
700,1285,49,1,15909.14,10.0
701,174,23,1,10665.23,96.6
702,86,61,5,8376.98,91.8
703,1258,13,1,9142.85,4.9
704,1689,125,1,15978.96,93.3
705,1226,39,5,19435.33,61.7
706,1423,91,3,14730.85,89.7
707,225,127,2,2927.89,49.2
708,795,66,5,9142.63,16.4
709,739,75,1,7576.04,37.7
710,657,67,4,17014.95,19.2
711,400,1,2,4126.9,29.0
712,619,114,1,6164.19,84.1
713,1023,131,3,333.7,46.5
714,1648,43,-2,12315.61,37.8
715,1040,90,3,3870.38,68.2
716,1018,66,2,8005.49,63.5
717,429,41,5,14847.51,41.4
718,549,48,4,9535.89,79.5
719,328,92,1,8425.38,88.6
720,716,139,5,2763.04,65.4
721,1173,41,3,2428.81,32.3
722,1771,106,2,11869.11,31.6
723,1362,149,4,4962.84,66.8
724,1664,40,2,16550.7,72.3
725,1361,47,4,1612.36,66.3
726,1277,132,-3,11069.37,9.7
727,420,28,5,15229.63,4.0
728,559,147,2,14117.01,15.7
729,1678,22,2,1977.79,82.9
730,1602,20,3,10276.1,91.2
731,231,96,4,10914.45,53.6
732,823,77,1,15295.16,11.0
733,670,68,1,7850.32,98.9
734,1537,35,1,947.35,38.8
735,1168,129,4,8900.66,52.4
736,501,81,4,12792.34,28.2
737,1783,103,1,11956.29,72.4
738,446,76,1,12249.25,71.5
739,894,38,2,3742.13,30.6
740,131,12,5,5133.42,21.7
741,1992,29,4,18759.45,91.7
742,1164,29,5,8985.62,82.5
743,833,72,5,2021.05,16.1
744,1431,51,5,496.06,21.9
745,885,109,2,14153.98,6.2
746,713,51,5,6799.55,54.4
747,387,25,-3,1023.62,81.0
748,554,63,2,11041.68,0.2
749,728,142,4,16864.78,61.6
750,1352,145,1,1286.86,39.8
751,1429,111,4,15150.1,93.4
752,1757,59,5,19859.57,20.7
753,1787,129,4,13496.18,88.3
754,418,55,4,18012.55,8.3
755,689,30,5,18269.71,75.0
756,1573,104,4,2184.62,43.4
757,625,28,-1,3878.45,66.4
758,1621,41,2,14366.24,15.2
759,1379,139,2,7051.62,18.7
760,1510,17,3,14194.12,76.4
761,1928,6,4,9910.87,9.5
762,89,109,3,16527.88,16.7
763,1301,138,3,5022.51,7.5
764,261,120,4,2423.9,91.8
765,1423,29,5,8438.09,85.3
766,1318,64,3,7063.88,49.7
767,1505,5,2,14059.75,37.7
768,1426,103,2,12271.55,35.4
769,1699,25,4,4162.39,61.7
770,1215,145,2,6934.23,22.4
771,559,112,1,15303.53,73.8
772,1816,35,5,547.25,26.8
773,974,37,4,8518.72,98.8
774,624,17,5,12412.84,48.4
775,1152,1,5,9199.96,68.6
776,1020,66,5,17027.1,28.4
777,565,20,2,16074.28,80.2
778,1735,78,4,4926.38,83.9
779,1063,88,5,10775.05,53.3
780,780,75,5,656.29,29.0
781,21,43,5,16143.45,87.6
782,670,44,1,3364.13,14.0
783,940,11,3,11102.25,90.2
784,38,140,5,16687.92,35.9
785,214,57,-3,11505.37,19.0
786,1364,11,3,13368.47,54.1
787,486,122,1,11111.31,41.6
788,1773,61,-2,15787.23,91.5
789,97,1,3,14432.06,76.0
790,826,27,5,7182.23,20.3
791,1867,92,1,11203.37,76.7
792,393,113,3,8696.66,56.9
793,1030,123,1,13107.19,53.1
794,332,107,1,721.48,63.1
795,418,110,1,1047.35,27.1
796,606,78,3,2717.38,59.5
