item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
106,306,62,3,17010.29,27.2,False
107,1842,11,2,9620.5,22.4,False
108,14,132,4,18156.05,38.9,False
109,113,30,4,10127.6,7.5,False
110,1369,50,3,16488.85,82.3,False
111,53,13,4,10603.47,61.2,False
112,572,21,5,1555.94,73.8,False
113,112,117,2,17271.68,52.2,False
114,1786,150,4,12576.86,5.0,False
115,755,57,3,434.68,49.5,False
116,907,73,1,14314.88,44.9,False
117,287,104,4,13460.73,59.6,False
118,706,5,1,14942.67,49.2,False
119,1281,122,1,19641.45,56.5,False
120,1910,18,3,552.43,93.7,False
121,1382,137,2,4048.94,45.4,False
122,183,34,3,7221.79,93.1,False
123,415,89,4,2263.39,54.5,False
124,163,119,-1,13592.85,7.9,True
125,335,1,2,15031.72,23.8,False
126,1052,82,4,10967.64,97.6,False
127,771,32,4,1579.29,66.8,False
128,608,79,1,14547.13,16.9,False
129,1186,83,4,5950.93,4.3,False
130,1675,25,3,19899.08,23.7,False
131,420,65,4,9460.92,10.8,False
132,291,119,4,13378.8,17.0,False
133,383,20,-1,12817.34,87.8,True
134,1832,138,1,12602.49,26.1,False
135,1906,108,5,6868.74,83.0,False
136,1607,113,4,17345.01,23.2,False
137,1685,139,1,16976.71,17.7,False
138,1396,82,3,4655.27,75.0,False
139,1966,6,5,10937.51,63.7,False
140,825,31,1,8112.92,93.8,False
141,484,104,2,17216.01,1.5,False
142,1566,1,2,1778.61,84.1,False
143,370,58,3,13510.27,8.6,False
144,806,94,-2,10827.58,44.7,True
145,215,68,2,14676.54,52.3,False
146,1578,45,5,2861.01,56.8,False
147,1985,117,1,11194.78,53.4,False
148,1397,69,5,12218.33,28.9,False
149,1120,5,2,17854.31,3.8,False
150,678,9,2,13280.04,54.2,False
151,1997,65,3,13002.58,29.8,False
152,1241,87,5,10292.89,63.0,False
153,1326,22,4,12558.71,50.8,False
154,1972,10,4,1924.15,92.4,False
155,482,140,4,9604.27,53.9,False
156,1991,48,-3,9094.93,38.0,True
157,160,17,4,9948.48,53.2,False
158,788,139,5,11534.4,43.6,False
159,1019,40,2,6470.31,57.7,False
160,1012,10,5,6433.25,52.4,False
161,817,48,2,7436.75,69.6,False
162,1809,8,3,15135.79,39.0,False
163,1491,85,5,862.48,67.3,False
164,344,72,2,15589.74,34.3,False
165,768,69,5,7924.15,59.4,False
166,402,36,5,5953.86,63.8,False
167,1299,35,5,16950.19,79.0,False
168,1701,57,2,10969.02,90.2,False
169,1173,27,2,5288.5,68.4,False
170,1876,84,3,14476.17,93.2,False
171,365,88,5,3519.96,94.6,False
172,454,57,5,15655.48,37.0,False
173,458,130,4,7447.71,2.6,False
174,1323,126,4,18996.58,55.9,False
175,33,83,3,16514.75,22.4,False
176,398,79,1,17567.23,89.4,False
177,1689,148,1,18286.22,59.9,False
178,338,13,3,11681.34,26.9,False
179,78,23,2,7951.16,8.8,False
180,602,117,3,4125.71,21.7,False
181,356,94,2,16369.02,47.6,False
182,1733,135,4,9001.8,31.7,False
183,33,69,2,13972.81,64.3,False
184,224,73,1,800.32,35.4,False
185,936,99,1,13951.97,52.4,False
186,1150,16,2,15179.52,0.7,False
187,740,34,5,10582.98,85.6,False
188,714,103,2,18709.96,55.7,False
189,1870,110,3,17294.28,58.4,False
190,851,116,3,6043.14,16.8,False
191,1010,87,3,10872.85,34.0,False
192,1205,109,3,15773.39,84.2,False
193,590,46,3,19164.3,91.0,False
194,1982,22,4,19709.18,2.5,False
195,1910,2,1,3203.27,30.7,False
196,1310,59,2,1547.69,23.6,False
197,1317,30,3,1477.93,0.6,False
198,697,124,2,12705.02,42.6,False
199,1512,47,3,6134.92,85.1,False
200,1075,99,5,19902.5,49.1,False
201,1024,57,4,14415.28,29.3,False
202,847,39,2,7389.25,51.5,False
203,1513,43,3,4262.1,95.9,False
204,1077,56,2,14180.56,80.8,False
205,217,35,1,2613.28,60.7,False
206,1800,2,5,1942.82,37.7,False
207,17,24,4,5321.57,16.0,False
208,1470,142,1,10697.01,76.7,False
209,828,133,4,3621.13,18.1,False
210,717,123,3,14961.85,36.3,False
211,1286,69,4,3179.62,57.1,False
212,67,84,1,10267.47,77.6,False
213,1372,117,5,4897.67,10.2,False
214,109,141,4,19210.98,64.5,False
215,360,17,2,4046.59,78.7,False
216,1492,56,5,19335.74,95.7,False
217,1897,8,2,3188.31,95.5,False
218,1863,55,2,19111.31,73.3,False
219,1638,84,5,1599.72,30.3,False
220,1133,141,2,6569.54,36.4,False
221,1975,63,5,4143.41,55.6,False
222,631,69,4,14523.24,46.3,False
223,1524,127,4,5867.87,94.2,False
224,1170,86,3,11594.42,95.3,False
225,1021,30,4,12111.79,84.8,False
226,1193,113,-3,3569.18,7.0,True
227,114,85,5,9423.37,52.7,False
228,1020,29,3,2851.68,95.1,False
229,1938,133,2,658.76,67.5,False
230,1991,26,3,8002.92,79.1,False
231,1768,14,2,849.38,4.4,False
232,1559,142,4,10420.62,50.6,False
233,1166,113,2,13897.06,72.2,False
234,1800,96,3,3774.66,63.7,False
235,808,16,1,4119.7,27.8,False
236,619,61,1,16311.99,85.5,False
237,1176,83,1,7003.06,87.2,False
238,1954,54,5,17980.94,86.8,False
239,47,39,2,15606.49,73.0,False
240,1202,90,1,6125.53,47.8,False
241,1339,131,5,16482.66,91.2,False
242,1181,107,1,4287.3,59.3,False
243,191,30,1,12702.48,73.2,False
244,237,54,4,8261.22,75.3,False
245,286,14,1,2407.08,38.3,False
246,215,34,1,2507.04,72.2,False
247,915,35,5,15223.04,93.2,False
248,406,55,5,3929.65,38.0,False
249,427,138,-1,9161.33,87.7,True
250,1662,78,1,3077.67,78.5,False
251,361,26,1,15817.76,68.3,False
252,1281,135,3,17210.89,57.6,False
253,669,35,3,7573.98,1.7,False
254,1686,50,3,19891.89,35.0,False
255,780,17,1,16126.71,21.5,False
256,1366,146,2,15606.46,58.3,False
257,1687,5,2,19380.82,11.9,False
258,565,49,3,11038.93,54.0,False
259,794,79,2,4319.05,2.7,False
260,1929,20,2,610.35,99.0,False
261,1906,14,3,12323.6,47.9,False
262,1142,127,2,12021.43,6.2,False
263,1473,22,5,545.37,22.8,False
264,260,73,1,6913.57,26.1,False
265,1770,41,1,4514.55,71.0,False
266,585,9,1,435.52,36.3,False
267,1854,104,5,18292.71,64.0,False
268,755,109,3,12495.84,37.1,False
269,1209,90,4,16885.76,94.6,False
270,515,123,2,16751.73,25.1,False
271,890,1,5,1282.03,11.9,False
272,1605,132,2,630.24,91.1,False
273,1624,106,1,9041.58,27.6,False
274,1932,24,4,10373.97,54.4,False
275,1059,25,3,9010.45,14.8,False
276,63,28,1,9322.76,19.5,False
277,87,105,2,1172.27,71.3,False
278,681,21,3,7286.31,53.1,False
279,565,126,4,3582.11,70.4,False
280,51,5,2,7043.78,85.9,False
281,1386,91,4,11963.59,49.6,False
282,419,31,3,4059.4,67.1,False
283,1787,52,2,16469.45,91.9,False
284,901,66,4,8792.5,14.9,False
285,724,150,2,16630.79,69.9,False
286,973,5,3,8119.39,42.6,False
287,637,85,1,15126.41,79.5,False
288,104,115,4,2574.04,25.2,False
289,41,68,5,15388.63,55.2,False
290,1681,145,3,11525.96,31.5,False
291,1368,17,2,941.71,61.1,False
292,1028,10,3,12967.02,59.8,False
293,1018,102,5,19794.99,63.9,False
294,1328,17,5,8836.45,12.0,False
295,850,98,3,2130.9,90.8,False
296,1957,26,4,5804.44,4.9,False
297,983,147,2,16635.24,76.2,False
298,895,47,5,13427.66,59.5,False
299,1194,146,5,8976.75,1.5,False
300,1458,68,4,16977.62,95.6,False
301,286,7,1,10359.87,82.0,False
302,1108,44,4,1192.96,15.8,False
303,1363,8,3,1992.05,93.1,False
304,1918,140,1,4780.69,68.4,False
305,1538,147,5,17710.52,78.0,False
306,919,38,1,19522.62,96.3,False
307,1497,138,5,19295.19,92.8,False
308,1041,8,1,19413.11,92.8,False
309,1832,67,2,3298.25,12.0,False
310,1940,92,2,11464.64,44.0,False
311,1039,96,1,10828.09,6.2,False
312,53,67,4,9538.72,47.3,False
313,192,47,4,11312.24,30.0,False
314,826,24,1,18689.56,51.1,False
315,1024,70,5,13441.21,56.0,False
316,1034,39,4,11614.06,99.9,False
317,1906,123,1,5415.98,58.9,False
318,470,31,1,15823.32,42.4,False
319,727,110,5,12882.3,17.7,False
320,582,142,3,14485.02,35.4,False
321,1596,118,4,3716.33,64.0,False
322,1813,108,3,16718.22,37.6,False
323,1120,64,5,8643.23,26.6,False
324,1048,80,4,331.14,56.1,False
325,210,99,3,11641.95,24.3,False
326,1291,105,5,2588.65,50.3,False
327,1176,57,4,10700.8,50.2,False
328,1258,11,2,19701.75,39.5,False
329,310,135,5,1456.18,2.2,False
330,1707,17,1,4367.59,83.0,False
331,1202,64,5,12837.93,16.3,False
332,1681,53,1,4729.71,47.5,False
333,835,1,2,971.44,25.5,False
334,1140,131,3,15617.2,70.0,False
335,1864,43,3,15034.48,49.6,False
336,537,32,4,6425.89,3.2,False
337,396,75,5,8386.18,84.5,False
338,963,124,1,15470.76,12.7,False
339,530,138,5,12646.69,54.7,False
340,1959,1,4,16683.23,14.5,False
341,557,21,4,10387.73,99.5,False
342,1613,58,5,3775.69,39.5,False
343,772,68,5,13297.04,61.7,False
344,1875,64,5,7976.97,61.9,False
345,902,80,4,11387.71,68.9,False
346,1776,24,5,5298.26,31.4,False
347,1352,13,5,2781.88,59.9,False
348,370,15,4,19894.21,24.6,False
349,1903,98,1,7090.09,7.0,False
350,161,109,1,4618.68,59.6,False
351,1542,143,2,8482.85,24.9,False
352,1999,33,5,5272.12,37.2,False
353,115,98,1,592.99,65.6,False
354,1173,78,3,10654.02,58.0,False
355,367,13,4,19972.94,68.2,False
356,562,143,4,10000.32,5.0,False
357,1617,112,1,16421.81,93.1,False
358,645,109,4,15149.7,34.0,False
359,1828,8,3,15383.31,96.5,False
360,394,130,1,8560.51,24.3,False
361,1603,95,4,17530.12,78.3,False
362,1750,48,3,14041.91,5.4,False
363,813,86,3,4655.15,5.4,False
364,1423,109,2,2456.44,15.2,False
365,371,116,4,13909.6,47.4,False
366,822,35,5,1439.91,2.8,False
367,162,46,1,1936.77,91.1,False
368,1745,129,3,10714.84,51.7,False
369,796,16,-3,398.78,47.5,True
370,1058,102,4,19833.58,12.8,False
371,1792,21,5,17661.32,35.8,False
372,1907,4,3,8977.7,99.4,False
373,837,68,4,1615.18,73.0,False
374,1884,43,5,5099.45,73.5,False
375,1812,123,4,6979.81,58.9,False
376,791,137,5,7072.05,81.9,False
377,346,95,5,3579.09,12.8,False
378,1376,143,2,10118.91,87.9,False
379,742,69,4,5163.85,65.3,False
380,585,120,2,17410.42,84.6,False
381,158,29,2,3167.86,71.3,False
382,917,74,5,15330.46,73.1,False
383,1007,22,4,15306.73,24.3,False
384,602,43,1,3913.4,83.3,False
385,1104,98,1,17965.01,35.4,False
386,26,139,1,12174.14,38.7,False
387,506,11,2,760.68,60.9,False
388,1624,59,5,10110.52,14.5,False
389,1279,59,2,17633.82,1.2,False
390,1757,27,4,8866.78,50.5,False
391,1054,18,3,19779.08,27.9,False
392,521,93,4,1164.4,53.2,False
393,1679,137,1,9554.72,62.0,False
394,923,142,3,4894.38,59.6,False
395,302,138,5,10298.6,25.5,False
396,1104,99,5,11627.67,98.8,False
397,1081,132,5,1312.33,99.3,False
398,645,124,2,16766.46,10.5,False
399,1720,116,3,7599.16,3.6,False
400,184,139,4,14238.4,17.5,False
401,271,53,2,11888.62,16.3,False
402,483,61,1,3103.86,11.3,False
403,1324,141,4,18407.02,15.7,False
404,1806,146,2,10389.91,51.5,False
405,102,148,2,3438.89,12.1,False
406,1672,30,-1,3597.01,0.2,True
407,130,134,4,7650.11,4.5,False
408,62,131,5,13462.31,55.8,False
409,1643,124,1,322.96,8.4,False
410,606,49,1,5846.4,91.7,False
411,482,142,3,13032.53,64.1,False
412,175,131,4,5599.64,78.3,False
413,1570,141,2,6365.75,40.9,False
414,1206,81,1,793.9,19.9,False
415,1584,5,4,18328.39,0.4,False
416,1674,72,5,7645.87,83.4,False
417,679,6,1,8774.64,97.2,False
418,1369,100,1,1569.13,90.5,False
419,805,95,1,14208.28,70.4,False
420,1827,58,1,16174.48,54.2,False
421,206,103,5,5450.4,61.9,False
422,86,134,3,15482.81,76.0,False
423,881,108,3,11123.83,37.8,False
424,1487,146,4,3270.18,60.7,False
425,1608,4,5,8725.64,55.5,False
426,1839,145,5,19900.63,66.0,False
427,994,19,3,16076.73,42.9,False
428,744,117,5,9143.97,37.7,False
429,1420,61,1,2740.75,88.1,False
430,1565,92,5,11588.51,83.1,False
431,383,98,-1,11110.59,0.6,True
432,1933,147,2,18820.83,78.4,False
433,740,86,1,9265.36,45.7,False
434,1447,24,2,9816.73,38.5,False
435,379,20,5,2978.6,9.2,False
436,1460,104,4,5398.8,16.3,False
437,1236,123,5,1581.52,5.3,False
438,1449,68,3,5401.38,13.2,False
439,1687,142,3,7519.68,83.3,False
440,93,82,5,2615.74,84.5,False
441,290,33,3,9989.2,0.0,False
442,1177,5,1,1361.05,39.9,False
443,1896,88,1,9241.23,21.1,False
444,279,72,4,19838.4,50.3,False
445,1884,144,3,200.63,8.9,False
446,1066,133,3,14369.83,24.0,False
447,280,108,5,18491.5,79.5,False
448,765,2,1,15747.39,94.3,False
449,1314,16,5,7498.85,0.1,False
450,365,119,1,19622.99,65.7,False
451,646,48,1,14902.98,22.7,False
452,1674,113,5,2809.67,4.4,False
453,947,19,5,6346.81,1.5,False
454,1960,124,1,17557.41,57.4,False
455,640,144,3,4617.37,64.6,False
456,1634,146,4,11902.65,57.3,False
457,1772,106,5,5216.11,95.7,False
458,1569,30,1,19190.79,79.3,False
459,1055,37,2,16114.99,81.1,False
460,170,55,1,806.88,33.2,False
461,315,91,5,8125.31,68.5,False
462,141,120,2,19419.32,78.4,False
463,1492,93,5,15302.42,82.4,False
464,691,39,1,8172.07,27.3,False
465,1118,112,4,9011.31,58.8,False
466,449,65,5,10117.26,54.7,False
467,1982,46,2,7714.24,98.1,False
468,1860,77,2,10849.82,33.1,False
469,109,115,3,14123.29,39.3,False
470,920,86,3,19222.33,15.9,False
471,1157,47,1,11921.93,54.1,False
472,683,84,4,12615.99,30.9,False
473,57,27,1,19025.74,99.7,False
474,948,130,1,12060.44,68.7,False
475,292,85,4,13671.35,5.4,False
476,1440,46,1,8181.85,62.1,False
477,1883,60,3,14002.79,8.3,False
478,363,1,2,3726.59,90.1,False
479,1608,145,1,310.46,86.0,False
480,1556,13,1,6811.49,86.3,False
481,1906,47,3,19335.59,65.5,False
482,1406,67,5,6861.71,43.8,False
483,90,127,4,14113.27,84.5,False
484,950,141,3,14195.11,59.0,False
485,750,8,1,1058.08,98.3,False
486,590,56,1,4144.94,89.7,False
487,243,1,2,18759.98,87.8,False
488,878,12,3,1381.75,54.3,False
489,1284,25,3,17621.95,61.7,False
490,357,140,2,18195.12,68.6,False
491,698,38,4,1506.17,5.9,False
492,1974,125,5,359.66,1.9,False
493,1170,110,5,1269.92,54.7,False
494,1469,113,1,15588.05,89.5,False
495,981,129,2,14361.46,95.6,False
496,1357,50,3,6204.46,69.9,False
497,768,58,-2,9866.45,37.7,True
498,1737,41,1,4437.53,63.3,False
499,1697,3,2,19708.83,31.3,False
500,267,101,1,9241.63,25.5,False
501,1193,16,5,14078.88,14.9,False
502,1617,57,1,1487.91,73.7,False
503,66,147,4,16794.71,4.6,False
504,501,2,5,11160.14,41.4,False
505,519,63,-1,1858.89,39.3,True
506,451,35,1,5703.64,67.8,False
507,1962,117,5,11174.02,98.2,False
508,924,83,2,1845.76,59.3,False
509,1216,109,4,1023.88,95.3,False
510,493,108,2,15967.06,88.5,False
511,290,118,5,3812.12,25.6,False
512,949,7,2,121.84,44.5,False
513,187,89,2,14302.52,55.1,False
514,371,49,2,2069.6,79.5,False
515,1486,44,5,15734.96,52.2,False
516,1864,126,3,11354.31,43.4,False
517,1583,29,2,10757.06,33.2,False
518,1128,21,3,11422.6,46.4,False
519,1993,121,1,7696.22,51.7,False
520,1452,13,3,18351.64,47.9,False
521,1568,56,4,12212.26,15.5,False
522,1861,149,2,16093.75,27.6,False
523,1970,80,1,19909.04,13.8,False
524,1480,123,1,3634.88,21.4,False
525,604,138,2,2791.88,94.6,False
526,122,65,3,9796.77,27.9,False
527,433,34,5,14980.68,6.6,False
528,1995,93,2,14051.91,67.3,False
529,1507,4,2,19575.64,27.7,False
530,1464,39,2,2698.63,43.9,False
531,736,33,1,4949.62,71.8,False
532,85,34,4,6775.76,4.7,False
533,520,102,1,6954.24,79.3,False
534,473,113,3,8017.88,58.5,False
535,1252,138,1,13707.36,65.2,False
536,1226,23,1,9446.56,37.8,False
537,1246,11,2,11682.6,95.6,False
538,447,31,1,5347.05,84.2,False
539,1520,139,1,12439.77,39.2,False
540,309,146,2,18783.83,42.0,False
541,29,129,4,11187.88,36.9,False
542,1723,107,4,9264.04,75.3,False
543,1825,11,4,18604.24,8.4,False
544,1049,101,1,6133.61,28.7,False
545,1563,66,1,8875.41,43.1,False
546,403,79,2,14373.87,56.8,False
547,705,3,5,7600.88,45.4,False
548,266,44,4,17653.08,11.7,False
549,606,38,4,13342.75,92.0,False
550,1514,88,5,13938.98,26.7,False
551,310,26,5,12761.02,95.5,False
552,1094,127,5,19012.38,61.8,False
553,1516,105,2,14514.66,90.7,False
554,1457,22,5,13685.7,26.4,False
555,412,144,2,17758.49,72.0,False
556,1972,73,2,17790.37,66.7,False
557,747,137,2,5288.77,20.2,False
558,1670,9,2,1643.21,70.6,False
559,750,136,1,7539.85,71.9,False
560,758,120,4,18331.14,56.4,False
561,551,128,4,8087.39,71.2,False
562,1476,69,3,18945.09,36.0,False
563,492,112,4,19823.45,27.1,False
564,792,129,1,8675.07,90.6,False
565,260,21,3,7461.79,53.5,False
566,1861,3,5,18349.59,30.6,False
567,180,88,4,11959.3,32.3,False
568,1926,96,4,6111.53,44.7,False
569,232,62,-2,2820.51,36.8,True
570,1470,31,4,2538.54,81.4,False
571,108,68,5,3988.73,79.3,False
572,323,107,3,15557.36,88.6,False
573,438,15,4,4478.21,77.0,False
574,463,27,1,696.75,64.6,False
575,1497,32,5,16456.84,92.0,False
576,291,31,5,8988.02,91.6,False
577,1141,72,2,7318.69,96.9,False
578,573,46,5,15970.46,26.0,False
579,1729,128,4,3960.51,96.5,False
580,1782,7,4,15952.99,87.5,False
581,1681,38,4,9309.7,13.2,False
582,881,103,4,3847.18,46.8,False
583,229,72,1,18507.51,62.9,False
584,732,40,5,1351.35,92.8,False
585,753,84,1,823.69,92.1,False
586,991,46,1,6252.86,32.0,False
587,1357,50,1,12123.88,22.7,False
588,1175,32,2,15284.97,52.9,False
589,1286,23,2,18177.82,19.8,False
590,406,97,3,14212.83,51.8,False
591,801,46,1,12058.57,18.6,False
592,1488,125,3,2643.63,37.4,False
593,1261,91,2,18199.94,14.8,False
594,309,114,5,3883.07,52.2,False
595,1246,45,-2,17072.0,69.1,True
596,1697,57,2,2671.13,42.3,False
597,179,130,1,9443.89,9.2,False
598,101,142,1,10277.87,38.9,False
599,1020,31,2,16612.32,20.0,False
600,80,26,-1,3203.82,10.0,True
601,1321,142,5,13587.64,63.2,False
602,375,23,4,13357.79,84.2,False
603,891,68,3,15609.08,47.8,False
604,665,114,2,2988.46,98.0,False
605,1975,56,2,2918.52,16.1,False
606,1459,131,-1,15112.19,29.2,True
607,316,89,5,3170.23,81.6,False
608,1404,48,3,8160.04,37.7,False
609,1682,87,1,18014.34,24.2,False
610,1838,123,2,1426.72,64.8,False
611,1089,15,4,5588.02,82.8,False
612,13,125,2,17149.76,95.0,False
613,1582,32,3,3055.09,88.8,False
614,147,57,2,8085.72,5.7,False
615,1607,74,2,11461.12,72.0,False
616,1346,94,3,14636.9,79.1,False
617,93,93,5,1547.16,17.4,False
618,1283,18,4,19549.34,26.8,False
619,159,145,3,6665.97,27.2,False
620,1167,24,4,11889.26,21.2,False
621,658,116,3,16116.59,6.0,False
622,1646,1,1,5147.06,43.5,False
623,325,4,4,2012.27,72.9,False
624,184,39,2,11474.32,75.2,False
625,881,104,5,12980.6,40.6,False
626,1160,134,1,3382.98,49.1,False
627,991,60,5,19703.29,18.5,False
628,897,100,1,9261.61,33.9,False
629,1182,136,4,13010.09,42.0,False
630,486,54,5,18012.17,69.8,False
631,633,52,1,12636.31,38.2,False
632,633,49,5,13475.06,78.6,False
633,1305,86,1,2980.16,15.9,False
634,1201,18,1,15514.46,48.6,False
635,775,70,5,12837.67,80.0,False
636,582,123,-1,123.69,42.1,True
637,1150,119,3,10940.63,76.3,False
638,1017,103,4,11902.41,92.3,False
639,1813,23,2,7774.57,34.8,False
640,1415,9,3,757.22,40.7,False
641,723,81,4,4063.68,58.9,False
642,791,70,5,3810.78,46.4,False
643,162,29,5,13036.47,13.7,False
644,1426,98,2,1085.95,37.1,False
645,955,3,3,2291.43,52.9,False
646,948,106,4,6064.22,98.7,False
647,1748,81,5,12453.22,56.0,False
648,1168,86,3,18459.8,41.4,False
649,891,64,3,15099.01,87.5,False
650,1930,75,3,14209.83,78.6,False
651,1622,79,4,11430.77,60.3,False
652,501,63,3,5588.18,45.1,False
653,464,148,4,5349.51,52.6,False
654,1385,144,2,1050.11,32.8,False
655,861,33,4,14498.57,21.9,False
656,1179,137,5,11694.47,93.4,False
657,205,64,1,19954.36,76.0,False
658,913,34,2,2391.36,47.9,False
659,89,123,5,7020.18,28.7,False
660,1454,106,4,16027.02,13.2,False
661,1593,33,1,953.92,27.8,False
662,887,78,1,3052.8,61.1,False
663,1161,14,2,17955.05,87.5,False
664,219,35,2,14703.39,46.1,False
665,1759,101,5,14168.88,39.2,False
666,678,150,4,19280.46,55.5,False
667,882,21,5,4446.18,6.9,False
668,1446,93,2,5261.56,32.7,False
669,795,57,2,18697.52,55.1,False
670,99,53,2,3890.82,40.7,False
671,1911,35,2,3978.57,45.8,False
672,376,68,1,472.46,23.2,False
673,924,149,4,15650.48,54.0,False
674,58,9,3,14244.04,89.7,False
675,1166,72,5,19189.34,15.3,False
676,1649,23,4,8819.27,28.6,False
677,954,68,1,6111.75,84.1,False
678,120,40,3,18950.26,16.3,False
679,1670,144,3,8500.27,33.8,False
680,919,87,2,4059.51,13.3,False
681,314,60,-1,2775.4,40.1,True
682,221,56,1,4671.46,21.9,False
683,520,105,1,14707.86,12.3,False
684,1846,110,3,18663.01,1.1,False
685,1753,110,4,12232.48,34.7,False
686,1667,81,1,3553.86,64.2,False
687,432,15,2,18213.68,73.5,False
688,1139,67,2,4776.26,21.7,False
689,1468,34,5,5990.5,6.8,False
690,1992,149,1,1908.25,71.8,False
691,1962,42,2,5924.21,88.1,False
692,120,113,4,18334.21,25.9,False
693,1809,140,1,16650.77,47.6,False
694,1303,127,3,8337.01,62.2,False
695,1705,47,1,7787.72,64.0,False
696,466,138,4,3166.31,67.8,False
697,1289,38,1,3679.59,31.7,False
698,83,150,3,7767.02,75.8,False
699,578,66,2,18948.37,48.5,False
700,1285,49,1,15909.14,10.0,False
701,174,23,1,10665.23,96.6,False
702,86,61,5,8376.98,91.8,False
703,1258,13,1,9142.85,4.9,False
704,1689,125,1,15978.96,93.3,False
705,1226,39,5,19435.33,61.7,False
706,1423,91,3,14730.85,89.7,False
707,225,127,2,2927.89,49.2,False
708,795,66,5,9142.63,16.4,False
709,739,75,1,7576.04,37.7,False
710,657,67,4,17014.95,19.2,False
711,400,1,2,4126.9,29.0,False
712,619,114,1,6164.19,84.1,False
713,1023,131,3,333.7,46.5,False
714,1648,43,-2,12315.61,37.8,True
