order_id,customer_id,order_date,status,region_code
90,554,2024-02-20 14:01:24,DELIVERED,SOUTH
91,124,2026-03-16 00:05:16,DELIVERED,NORTH
92,389,2026-06-21 13:33:23,DELIVERED,EAST
93,270,2025-01-03 09:11:18,RETURNED,EAST
94,511,2025-10-20 13:44:10,DELIVERED,EAST
95,411,2025-03-10 09:20:40,DELIVERED,CENTRAL
96,103,2025-02-23 08:25:55,DELIVERED,WEST
97,154,2026-01-04 18:14:03,SHIPPED,WEST
98,530,2026-04-09 12:18:49,DELIVERED,EAST
99,582,2024-03-15 02:43:54,DELIVERED,NORTH
100,261,2026-01-10 06:40:38,PLACED,EAST
101,369,2026-05-20 11:21:48,CANCELLED,EAST
102,,2024-07-07 08:03:40,DELIVERED,CENTRAL
103,590,2026-04-16 10:25:59,DELIVERED,EAST
104,523,2026-01-27 07:05:02,DELIVERED,NORTH
105,294,2025-12-21 09:55:50,PLACED,SOUTH
106,346,2025-10-17 06:27:30,DELIVERED,NORTH
107,352,2024-12-20 12:34:53,DELIVERED,EAST
108,405,2025-02-25 08:51:43,DELIVERED,EAST
109,534,2025-11-30 11:58:40,SHIPPED,NORTH
110,241,2025-01-25 22:04:49,DELIVERED,NORTH
111,407,2024-06-09 00:00:00,RETURNED,WEST
112,27,2025-09-08 17:41:58,RETURNED,NORTH
113,160,2024-05-10 23:21:06,CANCELLED,EAST
114,291,2025-11-19 10:13:05,PLACED,SOUTH
115,,2025-07-08 08:00:20,SHIPPED,WEST
116,554,2025-02-27 04:20:45,PLACED,CENTRAL
117,468,2026-05-26 02:51:56,DELIVERED,CENTRAL
118,356,2026-01-18 05:16:34,CANCELLED,WEST
119,423,2025-02-07 14:18:31,PLACED,CENTRAL
120,140,2025-06-18 04:57:32,DELIVERED,WEST
121,489,2025-04-10 00:00:00,DELIVERED,EAST
122,8,2026-05-01 14:49:55,DELIVERED,CENTRAL
123,256,2024-09-10 15:07:40,DELIVERED,WEST
124,82,2025-10-17 22:13:30,DELIVERED,CENTRAL
125,279,2025-03-18 05:31:20,DELIVERED,EAST
126,71,2024-10-10 08:37:57,PLACED,WEST
127,279,2026-02-03 06:56:27,PLACED,NORTH
128,23,2024-10-15 20:15:21,SHIPPED,SOUTH
129,9,2024-12-27 00:00:00,PLACED,SOUTH
130,320,2026-02-13 05:32:25,DELIVERED,NORTH
131,150,2024-03-28 01:15:39,DELIVERED,CENTRAL
132,197,2025-01-23 11:38:17,CANCELLED,NORTH
133,255,2025-08-20 18:18:19,DELIVERED,NORTH
134,97,2026-03-20 13:28:28,SHIPPED,WEST
135,320,2025-05-16 20:40:07,DELIVERED,CENTRAL
136,260,2026-01-17 13:32:22,SHIPPED,NORTH
137,224,2024-06-24 10:16:41,DELIVERED,NORTH
138,283,2026-06-27 07:04:44,DELIVERED,NORTH
139,596,2026-01-08 07:22:30,SHIPPED,NORTH
140,512,2024-05-21 23:41:48,SHIPPED,NORTH
141,158,2026-04-13 04:42:04,PLACED,SOUTH
142,572,2025-06-23 12:56:37,DELIVERED,SOUTH
143,,2025-08-09 20:14:48,PLACED,NORTH
144,449,2026-05-18 09:57:17,DELIVERED,SOUTH
145,557,2025-06-24 01:52:43,DELIVERED,CENTRAL
146,568,2024-09-06 00:00:00,SHIPPED,EAST
147,555,2025-07-24 06:57:13,DELIVERED,CENTRAL
148,190,2024-01-30 01:55:36,DELIVERED,CENTRAL
149,65,2026-04-17 05:45:19,SHIPPED,WEST
150,158,2025-03-15 19:49:02,DELIVERED,NORTH
151,69,2024-03-09 00:08:04,PLACED,NORTH
152,498,2024-10-24 00:00:00,DELIVERED,WEST
153,539,2026-07-06 00:00:47,DELIVERED,CENTRAL
154,14,2024-11-20 06:19:12,RETURNED,NORTH
155,63,2025-07-14 16:17:54,RETURNED,WEST
156,60,2025-02-16 22:19:30,DELIVERED,EAST
157,222,2026-03-17 00:00:00,DELIVERED,CENTRAL
158,198,2026-03-28 09:51:37,DELIVERED,SOUTH
159,572,2025-10-06 23:12:13,DELIVERED,CENTRAL
160,470,2025-10-25 10:30:34,SHIPPED,SOUTH
161,517,2025-06-08 07:23:30,DELIVERED,CENTRAL
162,361,2025-05-04 13:49:47,RETURNED,EAST
163,441,2025-05-17 11:07:27,DELIVERED,SOUTH
164,564,2025-01-29 17:07:45,DELIVERED,WEST
165,,2024-02-23 20:19:35,DELIVERED,CENTRAL
166,310,2024-01-11 04:54:13,SHIPPED,EAST
167,,2025-03-04 16:25:39,DELIVERED,CENTRAL
168,159,2024-05-26 00:00:00,DELIVERED,SOUTH
169,597,2025-01-23 03:20:26,CANCELLED,NORTH
170,583,2024-12-03 18:38:57,DELIVERED,WEST
171,591,2024-05-28 03:25:46,SHIPPED,CENTRAL
172,58,2025-06-03 10:56:58,CANCELLED,WEST
173,124,2024-12-18 04:38:50,CANCELLED,NORTH
174,392,2024-03-25 02:02:10,PLACED,CENTRAL
175,335,2026-02-19 10:53:22,SHIPPED,WEST
176,590,2026-02-23 00:00:00,DELIVERED,WEST
177,345,2024-05-08 05:30:17,DELIVERED,CENTRAL
178,88,2025-09-11 02:09:53,DELIVERED,SOUTH
179,493,2026-05-18 20:04:22,DELIVERED,CENTRAL
180,537,2025-01-17 12:42:37,SHIPPED,WEST
181,590,2024-05-19 04:19:50,DELIVERED,EAST
182,329,2025-06-19 04:49:10,PLACED,EAST
183,359,2025-11-17 22:47:15,DELIVERED,SOUTH
184,383,2024-08-30 07:46:26,CANCELLED,NORTH
185,249,2024-08-17 09:48:01,CANCELLED,NORTH
186,114,2025-04-18 23:37:31,PLACED,SOUTH
187,217,2024-11-12 14:15:54,DELIVERED,CENTRAL
188,145,2024-01-29 13:34:24,RETURNED,CENTRAL
189,,2024-09-21 00:00:00,SHIPPED,CENTRAL
190,477,2024-01-13 00:00:00,DELIVERED,EAST
191,20,2025-03-30 09:01:31,DELIVERED,SOUTH
192,521,2024-06-03 17:29:43,DELIVERED,CENTRAL
193,191,2024-11-04 22:36:17,DELIVERED,NORTH
194,,2026-04-02 10:02:07,DELIVERED,SOUTH
195,,2025-06-30 16:16:14,SHIPPED,CENTRAL
196,64,2025-02-04 06:58:58,CANCELLED,NORTH
197,287,2024-12-16 10:19:57,CANCELLED,SOUTH
198,392,2026-03-19 21:46:05,DELIVERED,SOUTH
199,587,2024-08-25 06:54:04,SHIPPED,CENTRAL
200,556,2024-07-23 16:49:16,PLACED,CENTRAL
201,208,2024-08-02 13:06:02,DELIVERED,CENTRAL
202,441,2024-08-13 11:40:24,DELIVERED,SOUTH
203,571,2026-04-07 22:14:47,PLACED,EAST
204,150,2024-02-15 19:13:07,CANCELLED,WEST
205,311,2025-11-19 04:24:15,CANCELLED,EAST
206,193,2024-06-14 20:43:39,PLACED,CENTRAL
207,581,2024-12-24 16:59:56,SHIPPED,NORTH
208,489,2024-07-27 07:06:42,DELIVERED,EAST
209,397,2026-02-02 10:25:11,SHIPPED,SOUTH
210,,2024-01-24 07:46:19,RETURNED,SOUTH
211,208,2024-11-13 00:00:00,RETURNED,WEST
212,502,2025-05-19 16:59:12,CANCELLED,WEST
213,43,2025-08-13 21:22:36,DELIVERED,CENTRAL
214,538,2024-02-29 19:49:49,DELIVERED,NORTH
215,252,2026-03-16 18:38:11,RETURNED,NORTH
216,529,2024-03-17 13:52:03,DELIVERED,EAST
217,293,2025-12-17 16:16:08,SHIPPED,NORTH
218,146,2025-12-21 03:28:33,DELIVERED,CENTRAL
219,600,2026-04-28 19:32:00,DELIVERED,WEST
220,,2025-12-05 18:26:37,DELIVERED,SOUTH
221,93,2025-01-23 11:44:37,DELIVERED,SOUTH
222,127,2024-05-21 15:51:21,DELIVERED,EAST
223,394,2026-03-05 20:18:28,SHIPPED,CENTRAL
224,175,2025-06-04 16:54:21,DELIVERED,SOUTH
225,149,2024-10-04 20:38:10,PLACED,EAST
226,457,2025-03-24 14:31:07,PLACED,SOUTH
227,4,2025-01-28 00:00:00,DELIVERED,WEST
228,6,2026-02-05 13:46:32,DELIVERED,WEST
229,453,2024-05-03 08:25:47,PLACED,CENTRAL
230,571,2024-11-18 00:00:00,PLACED,EAST
231,,2024-02-20 09:09:21,CANCELLED,EAST
232,90,2024-03-17 04:01:18,RETURNED,SOUTH
233,587,2026-05-23 07:29:06,DELIVERED,CENTRAL
234,37,2024-05-24 15:59:58,SHIPPED,WEST
235,438,2026-05-05 00:00:00,DELIVERED,NORTH
236,282,2025-05-26 09:47:00,DELIVERED,SOUTH
237,112,2026-06-06 14:06:30,DELIVERED,NORTH
238,295,2025-10-25 09:42:44,SHIPPED,CENTRAL
239,363,2024-07-20 12:03:22,DELIVERED,WEST
240,185,2024-12-27 12:29:29,RETURNED,NORTH
241,477,2024-07-02 04:35:22,SHIPPED,CENTRAL
242,424,2024-03-11 16:04:18,DELIVERED,SOUTH
243,,2024-11-08 12:48:00,SHIPPED,NORTH
244,519,2026-05-04 09:14:51,PLACED,EAST
245,583,2024-02-15 05:34:28,SHIPPED,EAST
246,491,2026-01-07 02:39:32,DELIVERED,WEST
247,472,2026-04-14 03:36:03,DELIVERED,WEST
248,58,2026-03-20 11:01:04,DELIVERED,EAST
249,20,2024-11-19 12:35:15,SHIPPED,EAST
250,153,2025-03-11 16:18:27,SHIPPED,WEST
251,170,2026-06-05 23:44:18,SHIPPED,NORTH
252,316,2025-05-03 13:23:14,SHIPPED,NORTH
253,244,2025-07-31 05:38:23,RETURNED,SOUTH
254,180,2024-06-23 08:17:06,PLACED,SOUTH
255,455,2026-02-25 00:00:00,DELIVERED,CENTRAL
256,349,2026-01-21 01:08:25,DELIVERED,EAST
257,101,2026-03-12 19:20:26,PLACED,NORTH
258,535,2024-06-28 00:00:00,RETURNED,CENTRAL
259,342,2025-12-26 06:23:42,PLACED,EAST
260,,2025-04-29 21:31:50,SHIPPED,SOUTH
261,284,2026-04-06 20:40:49,DELIVERED,NORTH
262,162,2025-03-01 01:55:21,RETURNED,CENTRAL
263,212,2026-04-22 18:56:11,SHIPPED,SOUTH
264,291,2026-06-10 19:21:48,PLACED,CENTRAL
265,554,2025-11-20 00:00:00,PLACED,NORTH
266,56,2024-05-13 18:46:14,SHIPPED,CENTRAL
267,457,2025-07-06 10:38:07,CANCELLED,CENTRAL
268,477,2026-06-01 00:43:10,CANCELLED,WEST
269,318,2025-12-23 23:14:29,RETURNED,SOUTH
270,265,2025-07-18 14:22:25,DELIVERED,EAST
271,333,2025-12-05 03:37:03,PLACED,NORTH
272,473,2024-09-22 07:56:35,SHIPPED,CENTRAL
273,106,2025-09-22 05:04:10,DELIVERED,EAST
274,73,2025-04-14 07:46:48,DELIVERED,WEST
275,250,2026-05-01 05:01:12,DELIVERED,NORTH
276,442,2025-11-07 07:09:45,SHIPPED,SOUTH
277,80,2026-06-10 23:17:27,PLACED,CENTRAL
278,569,2024-05-31 16:48:05,SHIPPED,WEST
279,112,2026-07-15 11:36:19,DELIVERED,WEST
280,63,2024-05-20 15:18:54,PLACED,CENTRAL
281,1,2024-08-15 22:19:03,DELIVERED,EAST
282,592,2025-11-25 15:19:28,DELIVERED,EAST
283,312,2025-11-06 07:47:54,RETURNED,NORTH
284,523,2025-09-19 21:34:18,CANCELLED,NORTH
285,563,2024-03-23 00:00:00,DELIVERED,EAST
286,289,2024-02-18 10:39:05,DELIVERED,WEST
287,392,2025-09-22 17:59:40,DELIVERED,SOUTH
288,193,2026-05-12 19:37:02,RETURNED,WEST
289,129,2024-07-27 00:00:00,DELIVERED,SOUTH
290,499,2025-11-09 10:39:54,PLACED,SOUTH
291,426,2025-12-09 09:58:49,DELIVERED,WEST
292,466,2026-03-02 08:21:52,CANCELLED,WEST
293,191,2025-10-21 20:38:33,DELIVERED,SOUTH
294,276,2025-09-30 05:08:37,DELIVERED,NORTH
295,582,2026-01-20 17:32:30,PLACED,WEST
296,82,2024-08-08 17:24:18,DELIVERED,EAST
297,81,2026-03-24 00:09:19,PLACED,WEST
298,80,2026-04-17 14:43:44,SHIPPED,NORTH
299,548,2024-01-17 18:02:03,DELIVERED,WEST
300,340,2025-10-16 00:37:05,RETURNED,EAST
301,37,2026-07-17 09:30:15,DELIVERED,CENTRAL
302,485,2026-06-17 02:39:43,PLACED,EAST
303,28,2025-03-21 13:15:45,PLACED,NORTH
304,285,2025-01-26 13:08:29,SHIPPED,EAST
305,,2024-06-22 06:51:47,RETURNED,SOUTH
306,379,2024-09-29 11:21:44,DELIVERED,WEST
307,541,2024-02-21 09:42:15,PLACED,SOUTH
308,158,2026-02-09 10:17:30,DELIVERED,WEST
309,451,2024-09-16 20:46:19,DELIVERED,EAST
310,271,2024-06-29 00:00:00,DELIVERED,WEST
311,546,2024-12-28 23:31:30,DELIVERED,WEST
312,544,2025-11-06 00:00:00,RETURNED,WEST
313,324,2026-04-03 17:16:49,PLACED,CENTRAL
314,443,2025-02-27 10:54:50,SHIPPED,NORTH
315,599,2025-08-30 15:16:09,DELIVERED,SOUTH
316,200,2026-03-18 17:13:39,DELIVERED,SOUTH
317,11,2024-01-14 04:00:51,PLACED,NORTH
318,457,2025-06-30 01:28:55,SHIPPED,SOUTH
319,,2024-05-22 00:00:00,DELIVERED,SOUTH
320,125,2024-07-05 00:00:00,DELIVERED,WEST
321,580,2024-10-14 00:40:23,DELIVERED,EAST
322,78,2025-12-05 09:36:31,SHIPPED,WEST
323,332,2025-02-03 18:12:13,PLACED,NORTH
324,341,2024-04-03 07:08:55,CANCELLED,SOUTH
325,504,2024-11-07 17:29:12,SHIPPED,WEST
326,554,2025-10-31 22:17:55,DELIVERED,WEST
327,106,2024-02-24 00:00:00,DELIVERED,EAST
328,20,2026-02-12 03:39:08,DELIVERED,NORTH
329,273,2024-08-23 12:20:10,RETURNED,CENTRAL
330,,2026-02-01 05:51:21,DELIVERED,NORTH
331,4,2025-08-20 04:21:38,CANCELLED,WEST
332,549,2025-07-11 13:26:42,SHIPPED,NORTH
333,93,2025-07-21 13:26:06,RETURNED,NORTH
334,297,2024-11-11 12:52:48,PLACED,WEST
335,307,2025-08-29 00:09:29,DELIVERED,EAST
336,449,2024-10-21 07:44:54,SHIPPED,CENTRAL
337,399,2024-04-07 20:32:07,DELIVERED,WEST
338,461,2024-01-26 00:00:00,PLACED,NORTH
339,217,2026-03-23 15:18:49,DELIVERED,CENTRAL
340,594,2024-12-27 22:20:05,PLACED,SOUTH
341,20,2026-01-02 00:20:28,DELIVERED,SOUTH
342,134,2024-01-23 07:34:25,PLACED,EAST
343,100,2025-12-09 15:47:39,CANCELLED,NORTH
344,109,2024-06-26 08:55:37,DELIVERED,SOUTH
345,208,2025-10-24 02:18:54,CANCELLED,WEST
346,590,2026-04-28 00:03:37,CANCELLED,SOUTH
347,178,2025-06-05 00:00:00,SHIPPED,WEST
348,379,2026-05-09 16:32:08,SHIPPED,CENTRAL
349,,2024-06-04 07:04:17,DELIVERED,WEST
350,17,2026-01-26 00:00:00,PLACED,NORTH
351,291,2025-10-08 13:53:23,DELIVERED,WEST
352,212,2024-08-10 06:42:07,DELIVERED,WEST
353,179,2024-02-28 10:37:13,DELIVERED,CENTRAL
354,309,2025-06-24 08:55:15,DELIVERED,SOUTH
355,543,2024-05-28 15:21:09,CANCELLED,CENTRAL
356,476,2024-11-19 06:51:17,SHIPPED,SOUTH
357,486,2026-02-11 20:41:51,DELIVERED,NORTH
358,373,2025-03-18 19:58:32,SHIPPED,CENTRAL
359,465,2024-03-08 06:59:34,PLACED,CENTRAL
360,30,2026-01-23 12:23:58,PLACED,SOUTH
361,594,2025-05-21 09:07:43,DELIVERED,EAST
362,113,2025-05-21 15:05:26,SHIPPED,WEST
363,385,2024-12-08 00:00:00,DELIVERED,NORTH
364,149,2024-12-01 19:13:16,DELIVERED,WEST
365,469,2024-10-28 14:37:12,RETURNED,SOUTH
366,33,2026-06-02 00:00:00,PLACED,WEST
367,176,2025-06-17 17:26:31,SHIPPED,SOUTH
368,175,2026-06-17 01:55:46,CANCELLED,NORTH
369,535,2026-01-29 23:11:50,SHIPPED,WEST
370,286,2024-01-23 12:44:34,DELIVERED,SOUTH
371,445,2026-06-19 04:05:48,RETURNED,SOUTH
372,6,2025-10-10 23:39:48,PLACED,WEST
373,517,2024-02-22 05:27:54,DELIVERED,NORTH
374,247,2024-05-09 01:52:35,PLACED,WEST
375,136,2025-07-10 18:19:56,DELIVERED,NORTH
376,,2025-04-18 13:07:56,DELIVERED,CENTRAL
377,25,2025-12-07 13:41:38,PLACED,WEST
378,380,2025-12-22 06:12:05,PLACED,NORTH
379,341,2026-04-04 00:00:00,DELIVERED,EAST
380,556,2026-06-12 14:06:18,DELIVERED,NORTH
381,344,2024-03-26 03:31:38,RETURNED,EAST
382,114,2025-08-17 21:35:49,DELIVERED,EAST
383,573,2024-04-14 02:09:41,DELIVERED,SOUTH
384,245,2026-04-18 07:00:26,DELIVERED,CENTRAL
385,215,2024-12-16 04:54:32,CANCELLED,CENTRAL
386,284,2024-03-25 00:00:00,SHIPPED,WEST
387,126,2025-12-31 08:58:43,DELIVERED,CENTRAL
388,463,2025-07-25 21:28:19,RETURNED,NORTH
389,469,2024-05-15 00:00:00,CANCELLED,EAST
390,79,2024-06-18 21:25:11,PLACED,SOUTH
391,210,2026-03-19 20:38:31,PLACED,WEST
392,555,2024-07-24 02:20:13,DELIVERED,NORTH
393,65,2024-02-04 05:35:04,SHIPPED,CENTRAL
394,422,2026-06-17 23:40:17,DELIVERED,EAST
395,543,2026-05-02 00:23:44,SHIPPED,SOUTH
396,314,2024-09-23 18:49:26,SHIPPED,EAST
397,49,2024-08-18 10:27:14,DELIVERED,SOUTH
398,165,2026-04-11 14:03:09,RETURNED,SOUTH
399,120,2024-03-04 22:14:14,DELIVERED,WEST
400,189,2024-11-14 16:44:46,PLACED,EAST
401,152,2025-08-02 07:16:35,RETURNED,CENTRAL
402,26,2025-09-20 11:10:36,DELIVERED,WEST
403,160,2024-01-07 16:06:11,DELIVERED,CENTRAL
404,303,2026-01-06 04:40:13,RETURNED,CENTRAL
405,579,2025-11-17 18:53:20,PLACED,WEST
406,143,2026-05-05 21:16:38,PLACED,CENTRAL
407,457,2025-07-09 00:00:00,PLACED,SOUTH
408,228,2025-03-07 17:52:33,PLACED,WEST
409,90,2026-03-06 00:49:18,DELIVERED,CENTRAL
410,58,2025-07-14 21:28:26,DELIVERED,WEST
411,382,2024-01-19 22:30:20,DELIVERED,WEST
412,90,2024-12-01 01:41:53,DELIVERED,WEST
413,296,2024-09-11 10:32:47,RETURNED,WEST
414,425,2024-08-04 19:27:37,DELIVERED,SOUTH
415,487,2026-03-27 00:38:32,PLACED,CENTRAL
416,91,2024-01-11 06:46:09,RETURNED,WEST
417,474,2026-06-01 05:27:18,PLACED,SOUTH
418,297,2026-05-10 09:39:20,CANCELLED,EAST
419,312,2026-02-06 13:24:04,DELIVERED,NORTH
420,158,2025-02-12 01:18:33,DELIVERED,WEST
421,295,2025-10-10 00:43:54,RETURNED,SOUTH
422,,2025-03-06 15:24:00,RETURNED,CENTRAL
423,596,2026-01-16 09:48:46,CANCELLED,WEST
424,123,2025-08-02 17:59:13,DELIVERED,EAST
425,60,2024-08-15 00:23:12,CANCELLED,SOUTH
426,55,2025-02-27 13:53:15,DELIVERED,EAST
427,,2025-03-29 02:01:32,RETURNED,CENTRAL
428,188,2024-05-26 19:32:16,SHIPPED,EAST
429,309,2025-02-25 16:43:26,DELIVERED,NORTH
430,361,2024-08-11 00:00:00,DELIVERED,EAST
431,422,2025-06-12 15:47:29,SHIPPED,SOUTH
432,227,2024-10-19 16:41:12,DELIVERED,CENTRAL
433,565,2024-06-26 00:59:16,RETURNED,NORTH
434,18,2026-01-14 21:44:07,DELIVERED,SOUTH
435,536,2025-06-15 08:22:00,SHIPPED,NORTH
436,146,2024-12-17 23:18:25,SHIPPED,NORTH
437,115,2024-04-30 00:00:00,DELIVERED,WEST
438,,2024-06-16 00:00:00,DELIVERED,CENTRAL
439,122,2025-01-28 00:00:00,SHIPPED,NORTH
440,127,2026-07-23 20:25:51,RETURNED,SOUTH
441,30,2024-05-21 00:29:53,DELIVERED,EAST
442,357,2025-07-01 03:05:23,DELIVERED,CENTRAL
443,584,2024-04-16 00:00:00,DELIVERED,NORTH
444,197,2025-03-13 20:22:58,DELIVERED,NORTH
445,102,2024-11-28 11:04:18,CANCELLED,WEST
446,190,2025-11-13 23:55:48,PLACED,EAST
447,435,2024-11-28 20:42:49,DELIVERED,EAST
448,113,2026-03-18 08:50:55,DELIVERED,EAST
449,42,2024-05-07 18:25:32,PLACED,EAST
450,320,2025-11-20 15:52:28,DELIVERED,WEST
451,72,2026-01-08 22:30:58,DELIVERED,NORTH
452,504,2024-06-12 09:05:31,DELIVERED,NORTH
453,405,2025-09-14 08:21:21,RETURNED,SOUTH
454,204,2025-06-10 01:06:10,CANCELLED,WEST
455,435,2026-02-14 08:10:25,DELIVERED,CENTRAL
456,410,2025-07-07 04:16:11,DELIVERED,WEST
457,524,2025-03-09 05:47:47,DELIVERED,NORTH
458,510,2024-12-24 13:39:36,PLACED,NORTH
459,70,2026-02-12 19:48:55,RETURNED,WEST
460,335,2024-08-25 06:26:06,DELIVERED,NORTH
461,533,2026-02-03 14:04:49,SHIPPED,WEST
462,268,2026-04-22 15:33:31,CANCELLED,CENTRAL
463,,2024-02-19 02:04:41,CANCELLED,NORTH
464,323,2025-08-07 14:50:38,PLACED,SOUTH
465,311,2024-09-11 23:44:27,PLACED,WEST
466,113,2026-06-02 16:27:35,DELIVERED,CENTRAL
467,488,2026-05-23 10:24:03,DELIVERED,WEST
468,387,2025-07-01 23:59:11,SHIPPED,NORTH
469,,2024-03-11 02:08:16,DELIVERED,CENTRAL
470,,2025-06-14 02:57:55,DELIVERED,EAST
471,58,2025-01-14 09:30:46,DELIVERED,CENTRAL
472,68,2025-04-18 15:57:37,SHIPPED,CENTRAL
473,472,2025-10-18 06:56:11,RETURNED,EAST
474,,2025-12-30 15:40:53,RETURNED,WEST
475,331,2026-06-08 00:00:00,DELIVERED,SOUTH
476,515,2025-06-11 10:56:50,SHIPPED,WEST
477,78,2026-04-12 09:20:25,SHIPPED,EAST
478,412,2024-12-16 21:38:22,RETURNED,CENTRAL
479,345,2025-02-28 00:00:00,CANCELLED,WEST
480,356,2024-04-29 02:09:04,SHIPPED,EAST
481,553,2025-05-01 18:38:43,DELIVERED,CENTRAL
482,561,2024-10-07 13:17:15,DELIVERED,CENTRAL
483,591,2026-02-14 11:39:37,RETURNED,WEST
484,546,2025-11-04 18:25:14,DELIVERED,NORTH
485,374,2025-12-19 10:45:12,SHIPPED,EAST
